SEM,PYEAR,HTNO,SCODE,SUBNAME,INTM,EXTM,RES,R1,R2,R3
12,2022aug,21B21A42A2,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A2,R201221,DIGITAL LOGIC DESIGN,C,3,22,,,
12,2022aug,21B21A42A2,R201218,DATA STRUCTURES,E,3,19,,,
12,2022aug,21B21A42A2,R201207,APPLIED PHYSICS,E,3,21,,,
12,2022aug,21B21A42A2,R201201,MATHEMATICS-II,F,0,19,,,
12,2022aug,21B21A42A2,R201233,APPLIED PHYSICS LABORATORY,A,1.5,12,,,
11,2022sep,21B21A42A2,R201101,MATHEMATICS - I,F,0,21,,,
11,2022sep,21B21A42A2,R201115,APPLIED CHEMISTRY,D,3,22,,,
21,2023jan,21B21A42A2,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,19,,,
21,2023jan,21B21A42A2,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A2,R2021425,MOBILE APP DEVELOPMENT,A+,2,0,,,
21,2023jan,21B21A42A2,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A,1.5,10,,,
21,2023jan,21B21A42A2,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,D,3,21,,,
21,2023jan,21B21A42A2,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,13,,,
21,2023jan,21B21A42A2,R2021121,DATABASE MANAGEMENT SYSTEMS,D,3,20,,,
21,2023jan,21B21A42A2,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,D,3,23,,,
21,2023jan,21B21A42A2,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,21B21A42A2,R2021011,MATHEMATICS-III,F,0,19,,,
21,2023jan,21B21A42A2,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A+,1.5,15,,,
11,2023feb,21B21A42A2,R201101,MATHEMATICS - I,F,0,21,,,
12,2023jan,21B21A42A2,R201201,MATHEMATICS-II,F,0,19,,,
22,2023JULY,21B21A42A2,R2022423,R PROGRAMMING LAB,A,1.5,10,,,
22,2023JULY,21B21A42A2,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,21B21A42A2,R2022425,WEB APPLICATION DEVELOPMENT LAB,A+,1.5,11,,,
22,2023JULY,21B21A42A2,R2022424,DATA MINING USING PYTHON LAB,A,1.5,11,,,
22,2023JULY,21B21A42A2,R2022422,DATA WAREHOUSING AND MINING,D,3,18,,,
22,2023JULY,21B21A42A2,R2022421,COMPUTER ORGANIZATION,E,3,21,,,
22,2023JULY,21B21A42A2,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,D,3,26,,,
22,2023JULY,21B21A42A2,R2022051,PROBABILITY AND STATISTICS,F,0,21,,,
22,2023JULY,21B21A42A2,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,D,3,25,,,
11,2022APR,21B21A42A2,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,21B21A42A2,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,12,,,
11,2022APR,21B21A42A2,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,E,3,21,,,
11,2022APR,21B21A42A2,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,21B21A42A2,R201116,APPLIED CHEMISTRY LAB,A,1.5,12,,,
11,2022APR,21B21A42A2,R201118,COMPUTER ENGINEERING WORKSHOP,A,3,11,,,
11,2022APR,21B21A42A2,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,21B21A42A2,R201115,APPLIED CHEMISTRY,F,0,22,,,
11,2022APR,21B21A42A2,R201102,COMMUNICATIVE ENGLISH,C,3,23,,,
21,2023july,21B21A42A3,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,E,3,19,,,
21,2023JULY,21B21A42A3,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,19,,,
12,2022aug,21B21A42A3,R201225,PYTHON PROGRAMMING,D,3,20,,,
12,2022aug,21B21A42A3,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A3,R201250,PYTHON PROGRAMMING LABORATORY,A+,1.5,13,,,
12,2022aug,21B21A42A3,R201241,DATA STRUCTURES LABORATORY,A,1.5,13,,,
12,2022aug,21B21A42A3,R201201,MATHEMATICS-II,B,3,23,,,
12,2022aug,21B21A42A3,R201221,DIGITAL LOGIC DESIGN,D,3,20,,,
12,2022aug,21B21A42A3,R201218,DATA STRUCTURES,D,3,21,,,
12,2022aug,21B21A42A3,R201207,APPLIED PHYSICS,C,3,20,,,
12,2022aug,21B21A42A3,R201233,APPLIED PHYSICS LABORATORY,A+,1.5,13,,,
21,2023jan,21B21A42A3,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,19,,,
21,2023jan,21B21A42A3,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,E,3,22,,,
21,2023jan,21B21A42A3,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A3,R2021425,MOBILE APP DEVELOPMENT,A+,2,0,,,
21,2023jan,21B21A42A3,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A+,1.5,15,,,
21,2023jan,21B21A42A3,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,14,,,
21,2023jan,21B21A42A3,R2021121,DATABASE MANAGEMENT SYSTEMS,D,3,21,,,
21,2023jan,21B21A42A3,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,C,3,22,,,
21,2023jan,21B21A42A3,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,21B21A42A3,R2021011,MATHEMATICS-III,C,3,24,,,
21,2023jan,21B21A42A3,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A+,1.5,15,,,
22,2023JULY,21B21A42A3,R2022422,DATA WAREHOUSING AND MINING,D,3,19,,,
22,2023JULY,21B21A42A3,R2022425,WEB APPLICATION DEVELOPMENT LAB,A+,1.5,11,,,
22,2023JULY,21B21A42A3,R2022424,DATA MINING USING PYTHON LAB,A+,1.5,12,,,
22,2023JULY,21B21A42A3,R2022423,R PROGRAMMING LAB,A+,1.5,11,,,
22,2023JULY,21B21A42A3,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,22,,,
22,2023JULY,21B21A42A3,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,D,3,19,,,
22,2023JULY,21B21A42A3,R2022051,PROBABILITY AND STATISTICS,C,3,24,,,
22,2023JULY,21B21A42A3,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,21B21A42A3,R2022421,COMPUTER ORGANIZATION,C,3,22,,,
11,2022APR,21B21A42A3,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,12,,,
11,2022APR,21B21A42A3,R201118,COMPUTER ENGINEERING WORKSHOP,A+,3,14,,,
11,2022APR,21B21A42A3,R201116,APPLIED CHEMISTRY LAB,A,1.5,12,,,
11,2022APR,21B21A42A3,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,21B21A42A3,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,23,,,
11,2022APR,21B21A42A3,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,11,,,
11,2022APR,21B21A42A3,R201101,MATHEMATICS - I,A+,3,23,,,
11,2022APR,21B21A42A3,R201102,COMMUNICATIVE ENGLISH,B,3,23,,,
11,2022APR,21B21A42A3,R201115,APPLIED CHEMISTRY,D,3,22,,,
21,2023JULY,21B21A42A4,R2021011,MATHEMATICS-III,F,0,22,,,
21,2023JULY,21B21A42A4,R2021121,DATABASE MANAGEMENT SYSTEMS,F,0,23,,,
21,2023JULY,21B21A42A4,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,20,,,
12,2022aug,21B21A42A4,R201225,PYTHON PROGRAMMING,E,3,19,,,
12,2022aug,21B21A42A4,R201241,DATA STRUCTURES LABORATORY,A,1.5,12,,,
12,2022aug,21B21A42A4,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A4,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,12,,,
12,2022aug,21B21A42A4,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2022aug,21B21A42A4,R201218,DATA STRUCTURES,E,3,21,,,
12,2022aug,21B21A42A4,R201207,APPLIED PHYSICS,F,0,20,,,
12,2022aug,21B21A42A4,R201201,MATHEMATICS-II,F,0,19,,,
12,2022aug,21B21A42A4,R201233,APPLIED PHYSICS LABORATORY,A,1.5,11,,,
11,2022sep,21B21A42A4,R201101,MATHEMATICS - I,F,0,21,,,
21,2023jan,21B21A42A4,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,20,,,
21,2023jan,21B21A42A4,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A4,R2021425,MOBILE APP DEVELOPMENT,A,2,0,,,
21,2023jan,21B21A42A4,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A,1.5,10,,,
21,2023jan,21B21A42A4,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,F,0,19,,,
21,2023jan,21B21A42A4,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,B,1.5,10,,,
21,2023jan,21B21A42A4,R2021121,DATABASE MANAGEMENT SYSTEMS,F,0,23,,,
21,2023jan,21B21A42A4,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,E,3,23,,,
21,2023jan,21B21A42A4,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,21B21A42A4,R2021011,MATHEMATICS-III,F,0,22,,,
21,2023jan,21B21A42A4,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A,1.5,10,,,
12,2023jan,21B21A42A4,R201201,MATHEMATICS-II,F,0,19,,,
11,2023feb,21B21A42A4,R201101,MATHEMATICS - I,F,0,21,,,
12,2023jan,21B21A42A4,R201207,APPLIED PHYSICS,F,0,20,,,
12,2023jan,21B21A42A4,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
22,2023JULY,21B21A42A4,R2022421,COMPUTER ORGANIZATION,F,0,18,,,
22,2023JULY,21B21A42A4,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A,2,0,,,
22,2023JULY,21B21A42A4,R2022425,WEB APPLICATION DEVELOPMENT LAB,A,1.5,10,,,
22,2023JULY,21B21A42A4,R2022424,DATA MINING USING PYTHON LAB,A,1.5,10,,,
22,2023JULY,21B21A42A4,R2022422,DATA WAREHOUSING AND MINING,F,0,17,,,
22,2023JULY,21B21A42A4,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,27,,,
22,2023JULY,21B21A42A4,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,23,,,
22,2023JULY,21B21A42A4,R2022051,PROBABILITY AND STATISTICS,F,0,22,,,
22,2023JULY,21B21A42A4,R2022423,R PROGRAMMING LAB,A,1.5,10,,,
11,2022APR,21B21A42A4,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,21B21A42A4,R201118,COMPUTER ENGINEERING WORKSHOP,A,3,14,,,
11,2022APR,21B21A42A4,R201116,APPLIED CHEMISTRY LAB,A,1.5,14,,,
11,2022APR,21B21A42A4,R201115,APPLIED CHEMISTRY,E,3,22,,,
11,2022APR,21B21A42A4,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,21B21A42A4,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,13,,,
11,2022APR,21B21A42A4,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,E,3,22,,,
11,2022APR,21B21A42A4,R201102,COMMUNICATIVE ENGLISH,C,3,23,,,
11,2022APR,21B21A42A4,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
12,2022aug,21B21A42A5,R201250,PYTHON PROGRAMMING LABORATORY,A+,1.5,13,,,
12,2022aug,21B21A42A5,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A5,R201241,DATA STRUCTURES LABORATORY,A+,1.5,13,,,
12,2022aug,21B21A42A5,R201233,APPLIED PHYSICS LABORATORY,A,1.5,13,,,
12,2022aug,21B21A42A5,R201221,DIGITAL LOGIC DESIGN,D,3,21,,,
12,2022aug,21B21A42A5,R201218,DATA STRUCTURES,C,3,21,,,
12,2022aug,21B21A42A5,R201201,MATHEMATICS-II,B,3,22,,,
12,2022aug,21B21A42A5,R201207,APPLIED PHYSICS,C,3,21,,,
12,2022aug,21B21A42A5,R201225,PYTHON PROGRAMMING,D,3,22,,,
21,2023jan,21B21A42A5,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,22,,,
21,2023jan,21B21A42A5,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A5,R2021425,MOBILE APP DEVELOPMENT,A+,2,0,,,
21,2023jan,21B21A42A5,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A+,1.5,14,,,
21,2023jan,21B21A42A5,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,D,3,21,,,
21,2023jan,21B21A42A5,R2021121,DATABASE MANAGEMENT SYSTEMS,E,3,23,,,
21,2023jan,21B21A42A5,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,B,3,27,,,
21,2023jan,21B21A42A5,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,21B21A42A5,R2021011,MATHEMATICS-III,D,3,23,,,
21,2023jan,21B21A42A5,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A+,1.5,14,,,
21,2023jan,21B21A42A5,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,14,,,
22,2023JULY,21B21A42A5,R2022423,R PROGRAMMING LAB,A,1.5,12,,,
22,2023JULY,21B21A42A5,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,C,3,24,,,
22,2023JULY,21B21A42A5,R2022425,WEB APPLICATION DEVELOPMENT LAB,A,1.5,12,,,
22,2023JULY,21B21A42A5,R2022424,DATA MINING USING PYTHON LAB,A,1.5,12,,,
22,2023JULY,21B21A42A5,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,21B21A42A5,R2022422,DATA WAREHOUSING AND MINING,D,3,21,,,
22,2023JULY,21B21A42A5,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,C,3,26,,,
22,2023JULY,21B21A42A5,R2022051,PROBABILITY AND STATISTICS,F,0,24,,,
22,2023JULY,21B21A42A5,R2022421,COMPUTER ORGANIZATION,D,3,22,,,
11,2022APR,21B21A42A5,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,22,,,
11,2022APR,21B21A42A5,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,21B21A42A5,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A+,1.5,13,,,
11,2022APR,21B21A42A5,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,13,,,
11,2022APR,21B21A42A5,R201115,APPLIED CHEMISTRY,D,3,23,,,
11,2022APR,21B21A42A5,R201118,COMPUTER ENGINEERING WORKSHOP,A+,3,14,,,
11,2022APR,21B21A42A5,R201101,MATHEMATICS - I,D,3,23,,,
11,2022APR,21B21A42A5,R201116,APPLIED CHEMISTRY LAB,A,1.5,12,,,
11,2022APR,21B21A42A5,R201102,COMMUNICATIVE ENGLISH,A,3,22,,,
11,2023july,21B21A42A7,R201101,MATHEMATICS - I,F,0,21,,,
21,2023JULY,21B21A42A7,R2021011,MATHEMATICS-III,F,0,23,,,
21,2023JULY,21B21A42A7,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,23,,,
21,2023JULY,21B21A42A7,R2021121,DATABASE MANAGEMENT SYSTEMS,C,3,24,,,
12,2023aug,21B21A42A7,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2023aug,21B21A42A7,R201218,DATA STRUCTURES,F,0,21,,,
12,2023aug,21B21A42A7,R201201,MATHEMATICS-II,F,0,22,,,
12,2023aug,21B21A42A7,R201207,APPLIED PHYSICS,F,0,22,,,
12,2022aug,21B21A42A7,R201225,PYTHON PROGRAMMING,F,0,20,,,
12,2022aug,21B21A42A7,R201241,DATA STRUCTURES LABORATORY,A,1.5,12,,,
12,2022aug,21B21A42A7,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A7,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,12,,,
12,2022aug,21B21A42A7,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2022aug,21B21A42A7,R201218,DATA STRUCTURES,F,0,21,,,
12,2022aug,21B21A42A7,R201207,APPLIED PHYSICS,F,0,22,,,
12,2022aug,21B21A42A7,R201201,MATHEMATICS-II,F,0,22,,,
12,2022aug,21B21A42A7,R201233,APPLIED PHYSICS LABORATORY,A,1.5,12,,,
12,2022aug,21B21A42A7,R201225,PYTHON PROGRAMMING,D,3,20,,,
11,2022sep,21B21A42A7,R201101,MATHEMATICS - I,F,0,21,,,
11,2022sep,21B21A42A7,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,23,,,
21,2023jan,21B21A42A7,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,E,3,20,,,
21,2023jan,21B21A42A7,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A7,R2021425,MOBILE APP DEVELOPMENT,A,2,0,,,
21,2023jan,21B21A42A7,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A,1.5,14,,,
21,2023jan,21B21A42A7,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,D,3,23,,,
21,2023jan,21B21A42A7,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,14,,,
21,2023jan,21B21A42A7,R2021121,DATABASE MANAGEMENT SYSTEMS,F,0,24,,,
21,2023jan,21B21A42A7,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,23,,,
21,2023jan,21B21A42A7,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,21B21A42A7,R2021011,MATHEMATICS-III,F,0,23,,,
21,2023jan,21B21A42A7,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A,1.5,14,,,
12,2022aug,21B21A42A7,R201225,PYTHON PROGRAMMING,D,3,20,,,
12,2022aug,21B21A42A7,R201225,PYTHON PROGRAMMING,D,3,20,,,
12,2023jan,21B21A42A7,R201201,MATHEMATICS-II,F,0,22,,,
12,2023jan,21B21A42A7,R201207,APPLIED PHYSICS,F,0,22,,,
12,2023jan,21B21A42A7,R201218,DATA STRUCTURES,F,0,21,,,
11,2023feb,21B21A42A7,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,E,3,23,,,
12,2023jan,21B21A42A7,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
11,2023feb,21B21A42A7,R201101,MATHEMATICS - I,F,0,21,,,
22,2023JULY,21B21A42A7,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,21B21A42A7,R2022051,PROBABILITY AND STATISTICS,F,0,18,,,
22,2023JULY,21B21A42A7,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,D,3,19,,,
22,2023JULY,21B21A42A7,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,E,3,20,,,
22,2023JULY,21B21A42A7,R2022421,COMPUTER ORGANIZATION,F,0,21,,,
22,2023JULY,21B21A42A7,R2022422,DATA WAREHOUSING AND MINING,F,0,19,,,
22,2023JULY,21B21A42A7,R2022423,R PROGRAMMING LAB,A,1.5,12,,,
22,2023JULY,21B21A42A7,R2022424,DATA MINING USING PYTHON LAB,A+,1.5,12,,,
22,2023JULY,21B21A42A7,R2022425,WEB APPLICATION DEVELOPMENT LAB,A,1.5,12,,,
11,2022APR,21B21A42A7,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,21B21A42A7,R201118,COMPUTER ENGINEERING WORKSHOP,A+,3,14,,,
11,2022APR,21B21A42A7,R201115,APPLIED CHEMISTRY,F,0,23,,,
11,2022APR,21B21A42A7,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,12,,,
11,2022APR,21B21A42A7,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,23,,,
11,2022APR,21B21A42A7,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,14,,,
11,2022APR,21B21A42A7,R201101,MATHEMATICS - I,F,0,21,,,
11,2022apr,21B21A42A7,R201115,APPLIED CHEMISTRY,D,3,23,,,
11,2022APR,21B21A42A7,R201102,COMMUNICATIVE ENGLISH,B,3,24,,,
11,2022APR,21B21A42A7,R201116,APPLIED CHEMISTRY LAB,A,1.5,12,,,
21,2023july,21B21A42A8,R2021011,MATHEMATICS-III,D,3,29,,,
21,2023JULY,21B21A42A8,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,E,3,20,,,
21,2023JULY,21B21A42A8,R2021011,MATHEMATICS-III,F,0,29,,,
21,2023JULY,21B21A42A8,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,C,3,19,,,
12,2023aug,21B21A42A8,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2022aug,21B21A42A8,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A8,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,13,,,
12,2022aug,21B21A42A8,R201241,DATA STRUCTURES LABORATORY,A+,1.5,13,,,
12,2022aug,21B21A42A8,R201233,APPLIED PHYSICS LABORATORY,A,1.5,13,,,
12,2022aug,21B21A42A8,R201225,PYTHON PROGRAMMING,E,3,22,,,
12,2022aug,21B21A42A8,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2022aug,21B21A42A8,R201218,DATA STRUCTURES,C,3,21,,,
12,2022aug,21B21A42A8,R201201,MATHEMATICS-II,E,3,21,,,
12,2022aug,21B21A42A8,R201207,APPLIED PHYSICS,D,3,23,,,
21,2023jan,21B21A42A8,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,20,,,
21,2023jan,21B21A42A8,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A8,R2021425,MOBILE APP DEVELOPMENT,A+,2,0,,,
21,2023jan,21B21A42A8,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A,1.5,10,,,
21,2023jan,21B21A42A8,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,F,0,19,,,
21,2023jan,21B21A42A8,R2021121,DATABASE MANAGEMENT SYSTEMS,C,3,24,,,
21,2023jan,21B21A42A8,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,D,3,25,,,
21,2023jan,21B21A42A8,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,21B21A42A8,R2021011,MATHEMATICS-III,F,0,29,,,
21,2023jan,21B21A42A8,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A+,1.5,12,,,
21,2023jan,21B21A42A8,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,13,,,
12,2023jan,21B21A42A8,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
22,2023JULY,21B21A42A8,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,D,3,24,,,
22,2023JULY,21B21A42A8,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,C,3,27,,,
22,2023JULY,21B21A42A8,R2022421,COMPUTER ORGANIZATION,E,3,19,,,
22,2023JULY,21B21A42A8,R2022422,DATA WAREHOUSING AND MINING,D,3,21,,,
22,2023JULY,21B21A42A8,R2022423,R PROGRAMMING LAB,A,1.5,10,,,
22,2023JULY,21B21A42A8,R2022424,DATA MINING USING PYTHON LAB,A,1.5,11,,,
22,2023JULY,21B21A42A8,R2022425,WEB APPLICATION DEVELOPMENT LAB,A+,1.5,12,,,
22,2023JULY,21B21A42A8,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,21B21A42A8,R2022051,PROBABILITY AND STATISTICS,C,3,26,,,
11,2022APR,21B21A42A8,R201101,MATHEMATICS - I,E,3,22,,,
11,2022APR,21B21A42A8,R201118,COMPUTER ENGINEERING WORKSHOP,A+,3,12,,,
11,2022APR,21B21A42A8,R201116,APPLIED CHEMISTRY LAB,A,1.5,13,,,
11,2022APR,21B21A42A8,R201115,APPLIED CHEMISTRY,C,3,22,,,
11,2022APR,21B21A42A8,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,21B21A42A8,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,11,,,
11,2022APR,21B21A42A8,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,E,3,22,,,
11,2022APR,21B21A42A8,R201102,COMMUNICATIVE ENGLISH,C,3,22,,,
11,2022APR,21B21A42A8,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
21,2023JULY,21B21A42A9,R2021011,MATHEMATICS-III,F,0,26,,,
21,2023JULY,21B21A42A9,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,F,0,22,,,
12,2022aug,21B21A42A9,R201241,DATA STRUCTURES LABORATORY,A+,1.5,15,,,
12,2022aug,21B21A42A9,R201250,PYTHON PROGRAMMING LABORATORY,A+,1.5,14,,,
12,2022aug,21B21A42A9,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,21B21A42A9,R201233,APPLIED PHYSICS LABORATORY,A+,1.5,14,,,
12,2022aug,21B21A42A9,R201221,DIGITAL LOGIC DESIGN,C,3,22,,,
12,2022aug,21B21A42A9,R201218,DATA STRUCTURES,D,3,22,,,
12,2022aug,21B21A42A9,R201207,APPLIED PHYSICS,C,3,24,,,
12,2022aug,21B21A42A9,R201201,MATHEMATICS-II,D,3,21,,,
12,2022aug,21B21A42A9,R201225,PYTHON PROGRAMMING,E,3,22,,,
11,2022sep,21B21A42A9,R201101,MATHEMATICS - I,D,3,25,,,
11,2022sep,21B21A42A9,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,23,,,
21,2023jan,21B21A42A9,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,22,,,
21,2023jan,21B21A42A9,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,21B21A42A9,R2021425,MOBILE APP DEVELOPMENT,A+,2,0,,,
21,2023jan,21B21A42A9,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A+,1.5,15,,,
21,2023jan,21B21A42A9,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,F,0,22,,,
